pdb,description,method,datapath,github,protein,virus,hasRerefinement,Molprobity_score
7e7y,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7e7y,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7e7y,surface_glycoprotein,SARS-CoV-2,0,5.51
7r6w,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7r6w,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7r6w,surface_glycoprotein,SARS-CoV-2,0,0.98
7ora,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7ora,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7ora,surface_glycoprotein,SARS-CoV-2,0,3.74
7m3i,,X-RAY DIFFRACTION,pdb/3c_like_proteinase/SARS-CoV-2/7m3i,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7m3i,3c_like_proteinase,SARS-CoV-2,0,5.06
7e86,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7e86,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7e86,surface_glycoprotein,SARS-CoV-2,0,7.15
7r8l,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7r8l,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7r8l,surface_glycoprotein,SARS-CoV-2,0,5.23
7e88,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7e88,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7e88,surface_glycoprotein,SARS-CoV-2,0,12.23
7n6d,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7n6d,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7n6d,surface_glycoprotein,SARS-CoV-2,0,3.47
7rtr,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7rtr,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7rtr,surface_glycoprotein,SARS-CoV-2,0,3.05
7cyv,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7cyv,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7cyv,surface_glycoprotein,SARS-CoV-2,0,11.54
7b27,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7b27,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7b27,surface_glycoprotein,SARS-CoV-2,0,
7bnv,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7bnv,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7bnv,surface_glycoprotein,SARS-CoV-2,0,5.57
7kn3,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7kn3,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7kn3,surface_glycoprotein,SARS-CoV-2,0,2.46
7mzl,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7mzl,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7mzl,surface_glycoprotein,SARS-CoV-2,0,3.68
7m8u,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7m8u,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7m8u,surface_glycoprotein,SARS-CoV-2,0,1.78
7chp,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7chp,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7chp,surface_glycoprotein,SARS-CoV-2,0,2.76
7c53,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7c53,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7c53,surface_glycoprotein,SARS-CoV-2,0,4.34
7mf1,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7mf1,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7mf1,surface_glycoprotein,SARS-CoV-2,0,3.98
7nxb,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7nxb,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7nxb,surface_glycoprotein,SARS-CoV-2,0,1.49
7mzm,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7mzm,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7mzm,surface_glycoprotein,SARS-CoV-2,0,8.16
7m8t,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7m8t,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7m8t,surface_glycoprotein,SARS-CoV-2,0,2.51
7km5,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7km5,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7km5,surface_glycoprotein,SARS-CoV-2,0,5.67
7d6i,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7d6i,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7d6i,surface_glycoprotein,SARS-CoV-2,0,9.06
7or9,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7or9,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7or9,surface_glycoprotein,SARS-CoV-2,0,3.24
7rnj,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7rnj,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7rnj,surface_glycoprotein,SARS-CoV-2,0,3.32
7kn4,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7kn4,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7kn4,surface_glycoprotein,SARS-CoV-2,0,5.74
7mzf,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7mzf,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7mzf,surface_glycoprotein,SARS-CoV-2,0,9.09
7efr,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7efr,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7efr,surface_glycoprotein,SARS-CoV-2,0,7.77
7n1b,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7n1b,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7n1b,surface_glycoprotein,SARS-CoV-2,0,10.95
7deu,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7deu,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7deu,surface_glycoprotein,SARS-CoV-2,0,1.56
7cot,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7cot,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7cot,surface_glycoprotein,SARS-CoV-2,0,5.74
7lo4,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7lo4,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7lo4,surface_glycoprotein,SARS-CoV-2,0,1.28
7e5y,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7e5y,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7e5y,surface_glycoprotein,SARS-CoV-2,0,18.98
7nxa,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7nxa,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7nxa,surface_glycoprotein,SARS-CoV-2,0,1.5
6x45,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/6x45,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/6x45,surface_glycoprotein,SARS-CoV-2,0,2.52
7rku,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7rku,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7rku,surface_glycoprotein,SARS-CoV-2,0,9.23
7nx6,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7nx6,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7nx6,surface_glycoprotein,SARS-CoV-2,0,1.42
7oau,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7oau,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7oau,surface_glycoprotein,SARS-CoV-2,0,
7l7d,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7l7d,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7l7d,surface_glycoprotein,SARS-CoV-2,0,2.12
7n4i,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7n4i,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7n4i,surface_glycoprotein,SARS-CoV-2,0,6.43
7ean,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7ean,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7ean,surface_glycoprotein,SARS-CoV-2,0,1.32
7m7w,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7m7w,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7m7w,surface_glycoprotein,SARS-CoV-2,0,3.11
7lm8,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7lm8,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7lm8,surface_glycoprotein,SARS-CoV-2,0,1.26
7f4w,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7f4w,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7f4w,surface_glycoprotein,SARS-CoV-2,0,12.01
7b62,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7b62,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7b62,surface_glycoprotein,SARS-CoV-2,0,5.5
7ekh,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7ekh,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7ekh,surface_glycoprotein,SARS-CoV-2,0,4.28
7n4l,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7n4l,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7n4l,surface_glycoprotein,SARS-CoV-2,0,13.26
7e7x,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7e7x,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7e7x,surface_glycoprotein,SARS-CoV-2,0,7.73
7mfu,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7mfu,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7mfu,surface_glycoprotein,SARS-CoV-2,0,1.8
7s4s,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7s4s,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7s4s,surface_glycoprotein,SARS-CoV-2,0,3.42
7deo,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7deo,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7deo,surface_glycoprotein,SARS-CoV-2,0,1.42
7eu2,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7eu2,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7eu2,surface_glycoprotein,SARS-CoV-2,0,10.82
7dk0,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7dk0,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7dk0,surface_glycoprotein,SARS-CoV-2,0,5.31
7s0b,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7s0b,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7s0b,surface_glycoprotein,SARS-CoV-2,0,10.7
7vmu,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7vmu,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7vmu,surface_glycoprotein,SARS-CoV-2,0,9.31
7orb,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7orb,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7orb,surface_glycoprotein,SARS-CoV-2,0,4.6
7mzj,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7mzj,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7mzj,surface_glycoprotein,SARS-CoV-2,0,9.61
7l7e,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7l7e,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7l7e,surface_glycoprotein,SARS-CoV-2,0,4.56
7e3j,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7e3j,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7e3j,surface_glycoprotein,SARS-CoV-2,0,1.6
7det,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7det,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7det,surface_glycoprotein,SARS-CoV-2,0,1.53
7mzi,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7mzi,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7mzi,surface_glycoprotein,SARS-CoV-2,0,7.94
7ldj,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7ldj,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7ldj,surface_glycoprotein,SARS-CoV-2,0,5.57
7n1a,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7n1a,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7n1a,surface_glycoprotein,SARS-CoV-2,0,7.59
7m8s,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7m8s,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7m8s,surface_glycoprotein,SARS-CoV-2,0,2.03
7n4m,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7n4m,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7n4m,surface_glycoprotein,SARS-CoV-2,0,6.28
7efp,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7efp,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7efp,surface_glycoprotein,SARS-CoV-2,0,10.63
7n4j,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7n4j,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7n4j,surface_glycoprotein,SARS-CoV-2,0,4.89
7m6d,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7m6d,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7m6d,surface_glycoprotein,SARS-CoV-2,0,11.66
7olz,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7olz,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7olz,surface_glycoprotein,SARS-CoV-2,0,2.62
7e5o,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7e5o,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7e5o,surface_glycoprotein,SARS-CoV-2,0,4.01
7ekf,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7ekf,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7ekf,surface_glycoprotein,SARS-CoV-2,0,4.56
7oap,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7oap,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7oap,surface_glycoprotein,SARS-CoV-2,0,
7ekg,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7ekg,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7ekg,surface_glycoprotein,SARS-CoV-2,0,4.56
7l4z,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7l4z,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7l4z,surface_glycoprotein,SARS-CoV-2,0,9.03
7e8m,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7e8m,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7e8m,surface_glycoprotein,SARS-CoV-2,0,2.15
7ly3,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7ly3,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7ly3,surface_glycoprotein,SARS-CoV-2,0,3.83
7mzh,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7mzh,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7mzh,surface_glycoprotein,SARS-CoV-2,0,3.75
7n3i,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7n3i,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7n3i,surface_glycoprotein,SARS-CoV-2,0,3.85
7nx7,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7nx7,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7nx7,surface_glycoprotein,SARS-CoV-2,0,1.49
7b0b,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7b0b,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7b0b,surface_glycoprotein,SARS-CoV-2,0,12.57
7oaq,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7oaq,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7oaq,surface_glycoprotein,SARS-CoV-2,0,
7n6e,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7n6e,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7n6e,surface_glycoprotein,SARS-CoV-2,0,5.41
7np1,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7np1,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7np1,surface_glycoprotein,SARS-CoV-2,0,6.93
7dhx,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7dhx,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7dhx,surface_glycoprotein,SARS-CoV-2,0,4.95
7lq7,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7lq7,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7lq7,surface_glycoprotein,SARS-CoV-2,0,6.76
7chs,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7chs,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7chs,surface_glycoprotein,SARS-CoV-2,0,5.92
7ek6,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7ek6,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7ek6,surface_glycoprotein,SARS-CoV-2,0,6.82
7s3n,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7s3n,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7s3n,surface_glycoprotein,SARS-CoV-2,0,6.63
7n1e,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7n1e,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7n1e,surface_glycoprotein,SARS-CoV-2,0,8.88
7oao,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7oao,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7oao,surface_glycoprotein,SARS-CoV-2,0,
7rks,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV/7rks,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV/7rks,surface_glycoprotein,SARS-CoV,0,7.77
7lm9,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV/7lm9,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV/7lm9,surface_glycoprotein,SARS-CoV,0,4.04
7drv,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV/7drv,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV/7drv,surface_glycoprotein,SARS-CoV,0,6.93
7orv,,X-RAY DIFFRACTION,pdb/nsp10/SARS-CoV-2/7orv,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nsp10/SARS-CoV-2/7orv,nsp10,SARS-CoV-2,0,1.62
7orw,,X-RAY DIFFRACTION,pdb/nsp10/SARS-CoV-2/7orw,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nsp10/SARS-CoV-2/7orw,nsp10,SARS-CoV-2,0,0.54
7orr,,X-RAY DIFFRACTION,pdb/nsp10/SARS-CoV-2/7orr,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nsp10/SARS-CoV-2/7orr,nsp10,SARS-CoV-2,0,1.06
7oru,,X-RAY DIFFRACTION,pdb/nsp10/SARS-CoV-2/7oru,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nsp10/SARS-CoV-2/7oru,nsp10,SARS-CoV-2,0,1.08
7kri,,X-RAY DIFFRACTION,pdb/nsp9/SARS-CoV-2/7kri,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nsp9/SARS-CoV-2/7kri,nsp9,SARS-CoV-2,0,4.4
7bwq,,X-RAY DIFFRACTION,pdb/nsp9/SARS-CoV-2/7bwq,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nsp9/SARS-CoV-2/7bwq,nsp9,SARS-CoV-2,0,18.54
7n3k,,X-RAY DIFFRACTION,pdb/nsp9/SARS-CoV-2/7n3k,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nsp9/SARS-CoV-2/7n3k,nsp9,SARS-CoV-2,0,12.9
